user_id,school,course_id,field_encoded_1,field_encoded_2,start_year,start_month,end_year,end_month,user_year,user_month,video_count,exercise_count,chapter_count,user_past_course_count,user_time_since_last_course,num_prerequisites,certificate,assignment,video,exam,type,duration_days,remaining_time,entropy_time_comment_phase1,exercise_id_count_1,exercise_correct_sum_1,exercise_correct_mean_1,exercise_num_problem_sum_1,exercise_num_problem_mean_1,exercise_attempts_sum_mean_1,exercise_attempts_mean_mean_1,exercise_date_from_enroll_min_1,exercise_date_from_enroll_mean_1,exercise_date_from_enroll_max_1,exercise_context_sum_1,exercise_context_mean_1,exercise_langugage_binary_mean_1,exercise_diff_sum_1,exercise_diff_mean_1,exercise_diff_min_1,exercise_diff_max_1,exercise_perc_goal_score_mean_1,exercise_perc_real_completed_mean_1,exercise_perc_real_completed_std_1,exercise_perc_real_correct_mean_1,exercise_perc_real_correct_std_1,exercise_perc_real_score_sum_1,exercise_perc_real_score_mean_1,exercise_perc_real_score_std_1,exercise_hour_entropy_1,video_watch_count_1,video_watched_percentage_1,video_percentage_watch_time_1,video_pause_count_1,video_pause_avg_1,video_pause_std_1,video_rewatch_avg_1,video_rewatch_std_1,video_time_between_views_avg_1,video_time_between_views_std_1,video_speed_avg_1,entropy_time_1,total_words_phase1,total_positive1,total_negative1,total_neutral1,total_score,label,label_encoded
U_10173188,嘉兴学院,C_696925,24,0,2019.0,12.0,2020.0,3.0,2020.0,2.0,39,43,6,0,0.0,0,1.0,60.0,40.0,0.0,1.0,97.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11340984596798,E,0
U_10185994,,C_746968,38,0,2019.0,9.0,2020.0,2.0,2020.0,2.0,35,7,7,0,0.0,0,1.0,40.0,30.0,30.0,1.0,170.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666664,E,0
U_10187244,昆明理工大学,C_735164,13,0,2019.0,9.0,2019.0,12.0,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,1.0,82.0,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.318181818181817,E,0
U_10187291,,C_735164,13,0,2019.0,9.0,2019.0,12.0,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,1.0,82.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.17045454545454,E,0
U_10206280,昆明理工大学,C_735164,13,0,2019.0,9.0,2019.0,12.0,2019.0,12.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,1.0,82.0,14,0.5004024235381879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,1.0,2.0,57.11363636363637,D,1
U_10206295,昆明理工大学,C_735164,13,0,2019.0,9.0,2019.0,12.0,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,1.0,82.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79545454545455,D,1
U_10227458,昆明理工大学,C_735164,13,0,2019.0,9.0,2019.0,12.0,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,1.0,82.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.909090909090908,E,0
U_10230032,湖北大学,C_735226,38,36,2019.0,12.0,2020.0,3.0,2019.0,12.0,47,23,13,0,0.0,0,1.0,70.0,30.0,0.0,1.0,99.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23369565217391,E,0
U_10233699,昆明理工大学,C_735164,13,0,2019.0,9.0,2019.0,12.0,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,1.0,82.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,10.909090909090908,E,0
U_10243519,南开大学,C_707456,38,36,2019.0,8.0,2020.0,2.0,2020.0,1.0,99,12,14,1,2040.0,0,1.0,80.0,20.0,0.0,1.0,169.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0387273870393,C,2
U_10247413,昆明理工大学,C_735164,13,0,2019.0,9.0,2019.0,12.0,2019.0,9.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,1.0,82.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.909090909090908,E,0
U_10247578,昆明理工大学,C_735164,13,0,2019.0,9.0,2019.0,12.0,2019.0,9.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,1.0,82.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.113636363636362,E,0
U_1029366,中国地质大学(北京),C_681007,38,13,2019.0,12.0,2020.0,3.0,2020.0,2.0,37,33,9,1,0.0,0,0.0,60.0,40.0,0.0,1.0,97.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818181818181818,E,0
U_10330636,南开大学,C_707456,38,36,2019.0,8.0,2020.0,2.0,2020.0,1.0,99,12,14,1,2016.0,0,1.0,80.0,20.0,0.0,1.0,169.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666664,E,0
U_10332056,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800411522633745,E,0
U_10332094,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,84,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,2.0,22.059009406231628,E,0
U_10332120,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,3.0,6.133744855967074,E,0
U_10332124,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,39.38352439741329,D,1
U_10332196,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.812022339800116,E,0
U_10340054,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.8624338624338592,E,0
U_10340976,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,1.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.59046149323928,D,1
U_10340994,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,84,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,4.820987654320986,E,0
U_10341098,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,1.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.33891828336273,D,1
U_10342347,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,1.3580246913580216,E,0
U_10342903,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,1.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.263374485596708,E,0
U_10343755,,C_947244,38,36,2019.0,12.0,2020.0,3.0,2020.0,1.0,88,8,10,0,0.0,0,1.0,85.0,15.0,0.0,1.0,92.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.29166666666669,B,3
U_10344251,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,1.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,1.8106995884773616,E,0
U_10344642,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,1.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.63616990005879,D,1
U_10344679,安徽工程大学,C_948282,38,36,2019.0,12.0,2020.0,4.0,2020.0,1.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,1.0,121.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.164609053497943,E,0
U_10345396,,C_758190,38,36,2019.0,10.0,2020.0,2.0,2019.0,12.0,28,28,6,0,0.0,0,1.0,80.0,20.0,0.0,1.0,133.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.978021978021976,E,0
U_1034860,北京工商大学,C_948405,38,36,2019.0,12.0,2020.0,5.0,2020.0,2.0,33,28,9,0,0.0,0,0.0,70.0,30.0,0.0,1.0,131.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.05747867328751,D,1
U_1035027,北京工商大学,C_948405,38,36,2019.0,12.0,2020.0,5.0,2020.0,2.0,33,28,9,0,0.0,0,0.0,70.0,30.0,0.0,1.0,131.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4639355742297,D,1
U_1035071,北京工商大学,C_948405,38,36,2019.0,12.0,2020.0,5.0,2020.0,3.0,33,28,9,0,0.0,0,0.0,70.0,30.0,0.0,1.0,131.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.713935574229694,D,1
