user_id,school,course_id,encoded_field_sum,end_year,user_month,video_count,exercise_count,chapter_count,user_past_course_count,user_time_since_last_course,num_prerequisites,certificate,assignment,video,exam,duration_days,remaining_time,cluster,closeness,degree,eigenvector,entropy_time_comment_phase1,exercise_id_count_1,exercise_correct_sum_1,exercise_correct_mean_1,exercise_num_problem_sum_1,exercise_attempts_sum_mean_1,exercise_context_sum_1,exercise_langugage_binary_mean_1,exercise_diff_mean_1,exercise_perc_real_completed_mean_1,exercise_perc_real_score_mean_1,exercise_hour_entropy_1,video_watched_percentage_1,video_percentage_watch_time_1,video_pause_count_1,video_time_between_views_std_1,video_speed_avg_1,total_words_phase1,total_positive1,total_negative1,total_neutral1,total_score,label,label_encoded
U_10139819,北华航天工业学院,C_786631,125,2019.0,12.0,34,33,5,0,0.0,2,1.0,75.0,25.0,0.0,106.0,3,128,0.2104637989922559,604.0,1.0537494670239052e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.71158008658008,D,1
U_10152661,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,103,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,0.0,2.0,15.41724941724941,E,0
U_10152674,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,100,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.13897213897213,D,1
U_10153355,,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,421.0,2.0103882502793011e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.45532245532247,C,2
U_10159813,,C_934534,66,2020.0,3.0,15,15,15,1,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,900.0,5.345855924058572e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.40481740481739,C,2
U_10170061,安徽工程大学,C_948282,76,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,121.0,85,146,0.2696880568961688,103.0,5.0059523678485264e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53306878306879,D,1
U_10170072,安徽工程大学,C_948282,76,2020.0,1.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,121.0,91,146,0.2696880568961688,103.0,5.0059523678485264e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,4.0,27.78858024691358,E,0
U_10170744,,C_697076,136,2020.0,10.0,63,49,12,0,0.0,0,1.0,70.0,30.0,0.0,121.0,77,147,0.0,3251.0,6.18226272184112e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.791383219954648,E,0
U_10173188,嘉兴学院,C_696925,43,2020.0,2.0,39,43,6,0,0.0,0,1.0,60.0,40.0,0.0,97.0,47,149,0.2706644704296252,69.0,3.4545633307247533e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11340984596798,E,0
U_10185994,,C_746968,71,2020.0,2.0,35,7,7,0,0.0,0,1.0,40.0,30.0,30.0,170.0,15,160,0.1595059988146534,1.0,1.292902034560069e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666664,E,0
U_10187244,昆明理工大学,C_735164,31,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,59,161,0.0,2894.0,2.7062272499271134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.318181818181817,E,0
U_10187291,,C_735164,31,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,48,163,0.0,2861.0,2.6880612860324974e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.17045454545454,E,0
U_10189530,承德医学院,C_756642,33,2020.0,5.0,52,5,6,0,0.0,7,0.0,70.0,30.0,0.0,137.0,54,165,0.2392517166979813,599.0,5.95060058820373e-09,0.0,1.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0241666666666666,1.0,0.7142857142857143,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.28888888888888,C,2
U_10206280,昆明理工大学,C_735164,31,2019.0,12.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,14,174,0.0,2894.0,2.7062272499271134e-07,0.5004024235381879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,1.0,2.0,57.11363636363637,C,2
U_10206295,昆明理工大学,C_735164,31,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,68,175,0.0,2894.0,2.7062272499271134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79545454545455,C,2
U_10208625,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66666666666666,E,0
U_10208663,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.26484626484626,C,2
U_10208709,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.98368298368298,D,1
U_10208714,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,50.54656454656456,C,2
U_10208728,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,1,528.0,0,1.0,100.0,0.0,0.0,195.0,117,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.59040959040959,D,1
U_10208762,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,103,76,0.2485001846694417,705.0,1.1035837166252227e-09,1.329661348854758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,5.0,24.27583527583527,E,0
U_10208767,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.63714063714063,C,2
U_10208783,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,102,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.313131313131308,E,0
U_10208786,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,102,76,0.2485001846694417,705.0,1.1035837166252227e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,45.83716283716283,D,1
U_10208837,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,3,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.747474747474747,E,0
U_10209338,中国医科大学,C_934534,66,2020.0,3.0,15,15,15,0,0.0,0,1.0,100.0,0.0,0.0,195.0,104,76,0.2485001846694417,920.0,1.3790802781720243e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,86.6880896880897,A,4
U_10227458,昆明理工大学,C_735164,31,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,68,197,0.0,2894.0,2.7062272499271134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.909090909090908,E,0
U_10230032,湖北大学,C_735226,66,2020.0,12.0,47,23,13,0,0.0,0,1.0,70.0,30.0,0.0,99.0,99,200,0.2457090123079049,205.0,7.908126027784644e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23369565217391,E,0
U_10233699,昆明理工大学,C_735164,31,2019.0,10.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,63,205,0.0,2894.0,2.7062272499271134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,10.909090909090908,E,0
U_10243519,南开大学,C_707456,112,2020.0,1.0,99,12,14,1,2040.0,0,1.0,80.0,20.0,0.0,169.0,44,218,0.0,1107.0,5.164457964138818e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0387273870393,C,2
U_10247413,昆明理工大学,C_735164,31,2019.0,9.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,78,221,0.0,2894.0,2.7062272499271134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.909090909090908,E,0
U_10247578,昆明理工大学,C_735164,31,2019.0,9.0,61,44,8,0,0.0,0,1.0,60.0,40.0,0.0,82.0,79,222,0.0,2894.0,2.7062272499271134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.113636363636362,E,0
U_1028983,北京石油化工学院,C_801443,31,2020.0,5.0,108,16,7,0,0.0,0,1.0,70.0,30.0,0.0,131.0,46,139,0.2548172638453153,118.0,8.285208440878409e-12,0.6812657296632041,16.0,522.0,32.625,522.0,32.625,401.0,0.0625,3.0665625,1.0,1.0,0.65881,0.0,0.0,0.0,0.0,0.0,1358.0,2.0,0.0,24.0,70.0,B,3
U_1029366,中国地质大学(北京),C_681007,77,2020.0,2.0,37,33,9,1,0.0,0,0.0,60.0,40.0,0.0,97.0,48,9,0.2551241058435303,12.0,9.593446391959223e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818181818181818,E,0
U_10330636,南开大学,C_707456,112,2020.0,1.0,99,12,14,1,2016.0,0,1.0,80.0,20.0,0.0,169.0,39,235,0.0,1107.0,5.164457964138818e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666664,E,0
U_10332056,安徽工程大学,C_948282,76,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,121.0,80,146,0.2696880568961688,103.0,5.0059523678485264e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.800411522633745,E,0
U_10332094,安徽工程大学,C_948282,76,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,121.0,84,146,0.2696880568961688,103.0,5.0059523678485264e-11,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,2.0,22.059009406231628,E,0
U_10332120,安徽工程大学,C_948282,76,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,121.0,84,146,0.2696880568961688,103.0,5.0059523678485264e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,3.0,6.133744855967074,E,0
U_10332124,安徽工程大学,C_948282,76,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,121.0,80,146,0.2696880568961688,103.0,5.0059523678485264e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,39.38352439741329,D,1
U_10332196,安徽工程大学,C_948282,76,2020.0,2.0,31,27,8,0,0.0,2,1.0,55.0,45.0,0.0,121.0,84,146,0.2696880568961688,103.0,5.0059523678485264e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.812022339800116,E,0
